id,scrape_id,last_scraped,name,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,jurisdiction_names,instant_bookable
6216116,2.01601E+13,04-01-2016,Beautiful Space Needle/Skyline View,32238651,Michael,30-04-2015,"Seattle, Washington, United States",within a few hours,100%,100%,f,Capitol Hill,1,1,"Melrose Avenue East, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62108181,-122.3268029,Apartment,Entire home/apt,4,1,1,1,Real Bed,,$90.00 ,,,,,1,$0.00 ,2,1125,9,84,9,8,10,9,10,9,WASHINGTON,t
9386509,2.01601E+13,04-01-2016,408 Modern Studio on Capitol Hill,42537846,Eric,25-08-2015,"Seattle, Washington, United States",within an hour,99%,100%,f,Capitol Hill,17,17,"12th Avenue East, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62701369,-122.3164475,Apartment,Entire home/apt,2,1,0,1,Real Bed,,$69.00 ,$400.00 ,"$1,500.00 ",$95.00 ,$25.00 ,1,$0.00 ,1,1125,4,90,8,10,9,10,10,9,WASHINGTON,t
1686958,2.01601E+13,04-01-2016,Gorgeous Old Style Apartment,8904778,Lisa,17-09-2013,"Seattle, Washington, United States",N/A,N/A,N/A,f,Capitol Hill,1,1,"11th Avenue East, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62696245,-122.3185082,Apartment,Entire home/apt,3,1.5,2,2,Real Bed,,$130.00 ,,,,,1,$0.00 ,1,1125,0,,,,,,,,WASHINGTON,f
8106277,2.01601E+13,04-01-2016,Triplex A on Capitol Hill,24916371,Mc,16-12-2014,US,within an hour,100%,100%,f,Capitol Hill,3,3,"East Olive Street, Seattle, WA 98122, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98122,Seattle,"Seattle, WA",US,United States,47.61749952,-122.314098,Apartment,Entire home/apt,6,1,2,2,Real Bed,,$135.00 ,,"$3,650.00 ",$200.00 ,$45.00 ,4,$50.00 ,1,1125,1,100,10,10,10,10,10,10,WASHINGTON,f
5422881,2.01601E+13,04-01-2016,"Cozy Apt, Great View - Capitol Hill",26326126,Dan,18-01-2015,"Seattle, Washington, United States",within a few hours,100%,100%,f,Capitol Hill,1,1,"Melrose Avenue East, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62346221,-122.327337,Apartment,Private room,2,2,1,1,Real Bed,,$82.00 ,$417.00 ,"$1,190.00 ",,$25.00 ,1,$0.00 ,14,1125,0,,,,,,,,WASHINGTON,f
6812054,2.01601E+13,04-01-2016,Cozy 1BD in heart of Capitol Hill,35662043,Amanda,12-06-2015,"Seattle, Washington, United States",within a day,100%,100%,f,Capitol Hill,1,1,"East Mercer Street, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62304257,-122.3193855,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$212.00 ,"$1,261.00 ",,,,1,$0.00 ,2,1125,4,95,10,10,10,10,10,9,WASHINGTON,f
5067177,2.01601E+13,04-01-2016,Capitol Hill Excursion Part five,7354306,Michael,08-07-2013,"Seattle, Washington, United States",within an hour,100%,100%,f,Capitol Hill,18,18,"Boylston Avenue East, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62302486,-122.3242942,House,Private room,1,1,1,1,Real Bed,,$47.00 ,$357.00 ,$900.00 ,,,1,$0.00 ,2,30,14,94,10,10,10,10,10,10,WASHINGTON,f
6689259,2.01601E+13,04-01-2016,Triplex C on Capitol Hill,24916371,Mc,16-12-2014,US,within an hour,100%,100%,f,Capitol Hill,3,3,"East Olive Street, Seattle, WA 98122, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98122,Seattle,"Seattle, WA",US,United States,47.61602024,-122.3140492,Apartment,Entire home/apt,4,1,2,2,Real Bed,,$100.00 ,,"$3,500.00 ",$200.00 ,$45.00 ,4,$50.00 ,1,1125,0,,,,,,,,WASHINGTON,f
4231670,2.01601E+13,04-01-2016,Exposed brick beauty in CapitolHill,9499722,Emily,18-10-2013,"Seattle, Washington, United States",within a few hours,80%,100%,f,Capitol Hill,1,1,"East Denny Way, Seattle, WA 98122, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98122,Seattle,"Seattle, WA",US,United States,47.61786459,-122.3220301,Apartment,Entire home/apt,3,1,2,1,Real Bed,,$100.00 ,$600.00 ,,$100.00 ,,1,$0.00 ,3,1125,4,80,9,9,9,10,10,9,WASHINGTON,f
6951415,2.01601E+13,04-01-2016,Large Seattle Studio (Capitol Hill),1363490,Mireya,02-11-2011,"Seattle, Washington, United States",within an hour,100%,100%,f,Capitol Hill,2,2,"East Thomas Street, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62161273,-122.3206114,Apartment,Entire home/apt,4,1,0,2,Real Bed,,$95.00 ,,"$2,400.00 ",$500.00 ,$50.00 ,2,$25.00 ,2,1125,16,95,10,9,10,10,10,9,WASHINGTON,f
7666155,2.01601E+13,04-01-2016,New Modern Pike/Pine Apartment,5551020,Benjamin,20-03-2013,"Seattle, Washington, United States",N/A,N/A,N/A,f,Capitol Hill,1,1,"East Pine Street, Seattle, WA 98122, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98122,Seattle,"Seattle, WA",US,United States,47.61464457,-122.3168336,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$239.00 ,,,$500.00 ,$75.00 ,0,$0.00 ,2,1125,2,100,10,10,10,10,10,9,WASHINGTON,f
8934054,2.01601E+13,04-01-2016,Condo rental room  in downtown!,41379323,E,13-08-2015,"Seattle, Washington, United States",within an hour,100%,100%,f,Capitol Hill,7,7,"Summit Avenue East, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62697762,-122.324298,Apartment,Private room,3,1,1,2,Real Bed,,$75.00 ,$495.00 ,"$1,995.00 ",$95.00 ,$40.00 ,2,$25.00 ,1,1125,4,60,6,5,6,5,8,6,WASHINGTON,f
7601766,2.01601E+13,04-01-2016,Clean Capitol Hill Apt,39863754,Micah Alyn,28-07-2015,"Seattle, Washington, United States",a few days or more,43%,100%,f,Capitol Hill,1,1,"Summit Avenue, Seattle, WA 98122, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98122,Seattle,"Seattle, WA",US,United States,47.61593141,-122.3252968,Apartment,Private room,3,1,1,1,Futon,,$75.00 ,,,,$5.00 ,1,$15.00 ,1,1125,5,73,9,10,10,9,9,9,WASHINGTON,f
6954984,2.01601E+13,04-01-2016,Charming Modern 1 Bdrm Capitol Hill,5260336,Jennifer,28-02-2013,"Seattle, Washington, United States",within a few hours,100%,100%,f,Capitol Hill,1,1,"Broadway East, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62424232,-122.3209225,Apartment,Entire home/apt,3,1,1,2,Real Bed,,$96.00 ,$700.00 ,,,$60.00 ,2,$10.00 ,1,1125,3,100,10,10,10,10,10,10,WASHINGTON,f
8339428,2.01601E+13,04-01-2016,Cap Hill Apartment - Prime Location,31669424,Valerie,21-04-2015,"Seattle, Washington, United States",within an hour,100%,100%,f,Ballard,4,4,"E Pine St, Seattle, WA 98122, United States",,Broadway,Capitol Hill,Seattle,WA,98122,Seattle,"Seattle, WA",US,United States,47.61625972,-122.3255428,Condominium,Entire home/apt,2,1,1,1,Real Bed,,$90.00 ,,,,$60.00 ,1,$0.00 ,1,1125,14,99,10,10,10,10,10,9,WASHINGTON,t
5160893,2.01601E+13,04-01-2016,"Charming, sunny & near everything!",26690621,Elisa,25-01-2015,"Seattle, Washington, United States",within a few hours,90%,100%,t,Capitol Hill,1,1,"East Harrison Street, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62147773,-122.3199308,Apartment,Private room,2,1,1,1,Real Bed,,$80.00 ,$600.00 ,,,,1,$0.00 ,1,3,105,95,10,9,10,10,10,9,WASHINGTON,f
7616507,2.01601E+13,04-01-2016,Cute N. Capitol Hill home! Pets Ok,900531,Clay,01-08-2011,"Seattle, Washington, United States",within a day,100%,100%,f,Capitol Hill,2,2,"Summit Avenue East, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62500877,-122.3259761,House,Entire home/apt,6,1,2,3,Real Bed,,$200.00 ,,,,$25.00 ,1,$0.00 ,1,30,17,96,10,9,10,10,10,9,WASHINGTON,f
23192,2.01601E+13,04-01-2016,"Harrison Modern ""Mad Men"" Suite ",90437,Ian,09-03-2010,"Seattle, Washington, United States",within an hour,100%,N/A,f,Capitol Hill,1,1,"E Harrison Street, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62236602,-122.315918,Apartment,Entire home/apt,5,1,1,3,Real Bed,,$119.00 ,,,$300.00 ,$80.00 ,2,$10.00 ,3,730,7,100,10,10,10,10,10,10,WASHINGTON,f
9494415,2.01601E+13,04-01-2016,403 Modern Studio on Capitol Hill,42537846,Eric,25-08-2015,"Seattle, Washington, United States",within an hour,99%,100%,f,Capitol Hill,17,17,"12th Avenue East, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62551189,-122.3170917,Apartment,Entire home/apt,2,1,0,1,Real Bed,,$69.00 ,$400.00 ,"$1,500.00 ",$95.00 ,$25.00 ,1,$0.00 ,1,1125,7,100,10,10,10,10,10,10,WASHINGTON,t
8241019,2.01601E+13,04-01-2016,Capitol Hill Mid Century Mod Studio,3246928,Jordan,13-08-2012,"Seattle, Washington, United States",within an hour,100%,100%,f,,2,2,"13th Avenue East, Seattle, WA 98102, United States",,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62322101,-122.3151148,Apartment,Entire home/apt,2,1,0,1,Real Bed,,$85.00 ,,,,,1,$0.00 ,2,1125,0,,,,,,,,WASHINGTON,f
4652918,2.01601E+13,04-01-2016,Io House (Pvt Twin) - SLU Walkable,1243056,Andrew,03-10-2011,"Seattle, Washington, United States",within an hour,90%,100%,f,Capitol Hill,37,37,"10th Avenue East, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62572233,-122.3209011,House,Private room,1,1,1,1,Real Bed,,$69.00 ,$389.00 ,"$1,295.00 ",$350.00 ,$28.00 ,1,$18.00 ,4,1125,1,100,10,10,10,10,10,10,WASHINGTON,f
7618526,2.01601E+13,04-01-2016,Vintage Charm in Capitol Hill,10981612,Jeffrey,03-01-2014,"Seattle, Washington, United States",N/A,N/A,N/A,f,Capitol Hill,1,1,"Harvard Avenue, Seattle, WA 98122, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98122,Seattle,"Seattle, WA",US,United States,47.61744799,-122.3226248,Apartment,Private room,2,2,1,1,Real Bed,,$85.00 ,,,$100.00 ,$35.00 ,1,$25.00 ,2,1125,2,100,9,9,10,10,9,8,WASHINGTON,f
5930806,2.01601E+13,04-01-2016,Modern 1 bedroom loft apartment,30793403,Amanda,07-04-2015,"Seattle, Washington, United States",within a day,86%,100%,f,Capitol Hill,1,1,"Broadway East, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62479371,-122.3217721,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,,$100.00 ,,,,,1,$0.00 ,1,1125,0,,,,,,,,WASHINGTON,f
9407989,2.01601E+13,04-01-2016,Bright & Beautiful on Capitol Hill,48784263,Garrett And Cody,11-11-2015,US,N/A,N/A,N/A,f,Capitol Hill,1,1,"11th Avenue East, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.61972993,-122.3169106,Condominium,Private room,2,2,1,1,Real Bed,,$150.00 ,,,,$15.00 ,1,$10.00 ,1,1125,0,,,,,,,,WASHINGTON,f
6823597,2.01601E+13,04-01-2016,Cap Hill Mid-Cent. Modern Apt.,35740581,J.D.,13-06-2015,"Seattle, Washington, United States",N/A,N/A,N/A,f,Capitol Hill,1,1,"Harvard Avenue East, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62060411,-122.3220002,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$140.00 ,$940.00 ,"$3,500.00 ",$150.00 ,$30.00 ,1,$0.00 ,2,1125,23,98,10,10,10,10,10,10,WASHINGTON,f
5537446,2.01601E+13,04-01-2016,"Updated, Cap Hill condo w/ parking",8688905,Sarah,07-09-2013,"Bellevue, Washington, United States",within a day,70%,100%,f,Capitol Hill,1,1,"Summit Avenue, Seattle, WA 98122, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98122,Seattle,"Seattle, WA",US,United States,47.61491808,-122.3241118,Condominium,Entire home/apt,3,1,1,1,Real Bed,,$150.00 ,$900.00 ,"$4,000.00 ",,,1,$10.00 ,1,1125,14,81,9,8,8,9,9,9,WASHINGTON,f
9436832,2.01601E+13,04-01-2016,Artsy Charmer in Center of Cap Hill,595610,Elena,17-05-2011,"Seattle, Washington, United States",within an hour,100%,100%,t,Capitol Hill,2,2,"13th Avenue East, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62091213,-122.3149194,Apartment,Entire home/apt,2,1,0,1,Real Bed,,$100.00 ,,,,,1,$0.00 ,2,13,10,100,10,10,10,10,10,10,WASHINGTON,t
9133711,2.01601E+13,04-01-2016,Beautiful Capitol Hill Craftsman,5820099,Forest And Andy,07-04-2013,"Seattle, Washington, United States",within a few hours,100%,100%,f,Capitol Hill,7,7,"East Denny Way, Seattle, WA 98122, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98122,Seattle,"Seattle, WA",US,United States,47.61909772,-122.3214002,House,Entire home/apt,10,3,5,5,Real Bed,,$550.00 ,,,$300.00 ,$175.00 ,5,$20.00 ,1,1125,0,,,,,,,,WASHINGTON,f
10157690,2.01601E+13,04-01-2016,Great Spot on The Hill,24336313,Jeff,30-11-2014,"Seattle, Washington, United States",within an hour,100%,100%,f,,2,2,"Melrose Avenue East, Seattle, WA 98102, United States",,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.61952841,-122.3280672,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$69.00 ,,,,$40.00 ,1,$0.00 ,2,1125,0,,,,,,,,WASHINGTON,f
1122236,2.01601E+13,04-01-2016,MODERN LUXURY on Capitol Hill,1121532,Autumn,07-09-2011,"Seattle, Washington, United States",within an hour,100%,100%,f,Capitol Hill,8,8,"Summit Avenue East, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62330379,-122.3259558,Apartment,Entire home/apt,4,1,1,1,Real Bed,,$119.00 ,$890.00 ,,$200.00 ,$88.00 ,1,$0.00 ,2,1125,45,95,9,10,10,10,10,9,WASHINGTON,f
4906490,2.01601E+13,04-01-2016,Classic Capitol Hill House,1380838,Riley,07-11-2011,"Seattle, Washington, United States",within a day,50%,N/A,f,,1,1,"Bellevue Ave E, Seattle, WA 98102, United States",,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62590157,-122.3273293,House,Entire home/apt,8,1.5,4,3,Real Bed,,$350.00 ,"$2,000.00 ",,,$85.00 ,1,$0.00 ,2,10,2,100,10,10,10,10,10,10,WASHINGTON,f
7773668,2.01601E+13,04-01-2016,"Room in Capitol Hill, Seattle",20983122,Michael,05-09-2014,"Seattle, Washington, United States",within a few hours,100%,100%,f,,1,1,"summit ave e, Seattle, WA 98102, United States",,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.61456901,-122.3272358,Apartment,Private room,2,1,1,1,Real Bed,,$69.00 ,$500.00 ,,$150.00 ,$35.00 ,1,$0.00 ,1,14,18,100,10,10,10,10,10,10,WASHINGTON,f
458197,2.01601E+13,04-01-2016,PureSpace- Slumber Party Room ,50893,Chris,02-11-2009,"Seattle, Washington, United States",within a few hours,100%,100%,f,Capitol Hill,10,10,"10th Ave E, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62491524,-122.3197293,House,Private room,2,2,1,2,Real Bed,,$48.00 ,$255.00 ,,$250.00 ,$39.00 ,1,$10.00 ,2,14,7,83,9,9,10,9,9,9,WASHINGTON,f
458193,2.01601E+13,04-01-2016,Get Local @ The Lounge- Sleeps 4 ,50893,Chris,02-11-2009,"Seattle, Washington, United States",within a few hours,100%,100%,f,Capitol Hill,10,10,"10th Ave E, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62476205,-122.3202597,House,Private room,4,2,1,2,Real Bed,,$69.00 ,$363.00 ,,$250.00 ,$42.00 ,1,$28.00 ,2,14,6,96,9,9,10,10,10,8,WASHINGTON,f
458186,2.01601E+13,04-01-2016,The Tree Room with King-Sized Bed ,50893,Chris,02-11-2009,"Seattle, Washington, United States",within a few hours,100%,100%,f,Capitol Hill,10,10,"10th Ave E, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62340995,-122.3191905,House,Private room,2,2,1,1,Real Bed,,$61.00 ,$320.00 ,,$250.00 ,$39.00 ,2,$15.00 ,2,14,14,95,9,9,9,10,10,10,WASHINGTON,f
458183,2.01601E+13,04-01-2016,Pure Space - The Water World Room  ,50893,Chris,02-11-2009,"Seattle, Washington, United States",within a few hours,100%,100%,f,Capitol Hill,10,10,"10th Ave E, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62477068,-122.3191427,House,Private room,2,2,1,1,Real Bed,,$52.00 ,$275.00 ,,$250.00 ,$39.00 ,1,$9.00 ,2,21,9,91,8,10,9,10,10,9,WASHINGTON,f
941467,2.01601E+13,04-01-2016,"Close to Downtown, Ground-Level Rm",5090190,Rochelle,14-02-2013,"Seattle, Washington, United States",within a few hours,100%,100%,t,Capitol Hill,2,2,"B 10th Avenue East, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.63070461,-122.3211983,House,Private room,2,1,1,1,Real Bed,,$95.00 ,,"$2,000.00 ",,$20.00 ,1,$10.00 ,2,365,109,99,10,10,10,10,10,10,WASHINGTON,f
1039766,2.01601E+13,04-01-2016,Private Room - Capitol Hill Seattle,5724883,Lillian,01-04-2013,"Seattle, Washington, United States",within an hour,100%,100%,f,Capitol Hill,1,1,"Harvard Avenue East, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62199891,-122.3222824,Apartment,Private room,1,1,1,1,Real Bed,,$60.00 ,$575.00 ,,$100.00 ,$25.00 ,1,$20.00 ,1,21,147,89,9,8,10,10,10,9,WASHINGTON,t
5078876,2.01601E+13,04-01-2016,Great Location:2Bed&2.5Bath&Parking,13309620,Craig,19-03-2014,"Seattle, Washington, United States",within an hour,100%,100%,t,Capitol Hill,2,2,"Federal Avenue East, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62174048,-122.3178395,Townhouse,Entire home/apt,5,2.5,2,2,Real Bed,,$225.00 ,"$1,300.00 ","$5,000.00 ",,$100.00 ,4,$25.00 ,2,30,13,98,10,10,10,10,10,9,WASHINGTON,f
5242712,2.01601E+13,04-01-2016,Spacious Studio Close to Everything,9455871,Alex,16-10-2013,US,within an hour,100%,100%,f,First Hill,2,2,"East Union Street, Seattle, WA 98122, United States",First Hill,Broadway,Capitol Hill,Seattle,WA,98122,Seattle,"Seattle, WA",US,United States,47.61419725,-122.3227885,Apartment,Entire home/apt,2,1,0,1,Real Bed,,$60.00 ,,,$200.00 ,$71.00 ,2,$55.00 ,2,1125,30,87,9,9,9,9,9,9,WASHINGTON,t
1539476,2.01601E+13,04-01-2016,One Bedroom in Capitol Hill,5425175,Nina,12-03-2013,"Seattle, Washington, United States",within an hour,100%,100%,t,Capitol Hill,1,1,"Summit Avenue East, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.61894378,-122.3265732,Apartment,Private room,1,1,1,1,Real Bed,,$75.00 ,$500.00 ,,$200.00 ,,1,$0.00 ,4,1125,47,97,10,10,10,10,10,10,WASHINGTON,f
8626068,2.01601E+13,04-01-2016,Cozy Cap Hill Studio,21259382,Ryan,12-09-2014,"Seattle, Washington, United States",N/A,N/A,N/A,f,Capitol Hill,1,1,"13th Avenue East, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.6207334,-122.3171032,Apartment,Entire home/apt,2,1,0,1,Real Bed,,$100.00 ,$750.00 ,,,$10.00 ,1,$0.00 ,2,10,0,,,,,,,,WASHINGTON,f
8150395,2.01601E+13,04-01-2016,Hip Mid-Century Capitol Hill Flat,374596,Sarah,02-02-2011,"Seattle, Washington, United States",within a day,90%,100%,f,Capitol Hill,1,1,"14th Avenue East, Seattle, WA 98112, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98112,Seattle,"Seattle, WA",US,United States,47.61864797,-122.3153119,Apartment,Entire home/apt,3,1,1,1,Real Bed,,$93.00 ,$553.00 ,,$500.00 ,$60.00 ,2,$0.00 ,2,1125,6,96,10,10,10,10,10,10,WASHINGTON,f
4824435,2.01601E+13,04-01-2016,Modern Townhouse w/ Rooftop Deck,24693226,Prashant,10-12-2014,"Seattle, Washington, United States",within a day,100%,100%,f,,1,1,"C Boylston Ave E, Seattle, WA 98102, United States",,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.63948796,-122.322783,Townhouse,Entire home/apt,4,1.5,2,2,Real Bed,,$165.00 ,"$1,050.00 ",,,$50.00 ,1,$15.00 ,3,1125,0,,,,,,,,WASHINGTON,f
4250639,2.01601E+13,04-01-2016,City 2 Bdrm Condo Convention Center,430709,Sea To Sky Rentals,08-03-2011,"Seattle, Washington, United States",within a day,88%,100%,f,Belltown,36,36,"Hubbell Place and Pike St, Seattle, WA 98101, United States",First Hill,Broadway,Capitol Hill,Seattle,WA,98101,Seattle,"Seattle, WA",US,United States,47.61387611,-122.3292771,Apartment,Entire home/apt,4,1,2,3,Real Bed,,$139.00 ,,,,$194.00 ,1,$0.00 ,3,1125,4,95,10,10,10,10,10,10,WASHINGTON,f
3652612,2.01601E+13,04-01-2016,Capitol Hill 1BR Kitchen & Balcony,3839959,Jayson,11-10-2012,"Seattle, Washington, United States",within a day,86%,100%,f,Capitol Hill,1,1,"East Denny Way, Seattle, WA 98122, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98122,Seattle,"Seattle, WA",US,United States,47.61847866,-122.3245218,Apartment,Entire home/apt,3,1,1,1,Real Bed,,$150.00 ,,,,$40.00 ,1,$0.00 ,1,1125,23,93,10,9,10,10,10,10,WASHINGTON,f
3570691,2.01601E+13,04-01-2016,Home away from home - Capitol Hill ,30604,Ekko,09-08-2009,"Seattle, Washington, United States",within a few hours,100%,100%,t,Capitol Hill,1,1,"East Olive Street, Seattle, WA 98122, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98122,Seattle,"Seattle, WA",US,United States,47.61763886,-122.3146719,House,Entire home/apt,8,2.5,2,3,Real Bed,,$350.00 ,,,,$100.00 ,2,$50.00 ,2,14,30,99,10,10,10,10,10,10,WASHINGTON,f
5495802,2.01601E+13,04-01-2016,Sanctuary in the city,20361123,Adam,21-08-2014,"Seattle, Washington, United States",within an hour,100%,100%,f,Capitol Hill,2,2,"12th Avenue, Seattle, WA 98122, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98122,Seattle,"Seattle, WA",US,United States,47.61802137,-122.3171003,Apartment,Entire home/apt,3,1.5,1,1,Real Bed,,$125.00 ,,,,$45.00 ,2,$50.00 ,1,1125,19,94,10,10,10,10,10,9,WASHINGTON,f
8106263,2.01601E+13,04-01-2016,302 Modern Studio on Capitol Hill,42537846,Eric,25-08-2015,"Seattle, Washington, United States",within an hour,99%,100%,f,Capitol Hill,17,17,"12th Avenue East, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62528128,-122.3176861,Apartment,Private room,2,1,1,1,Real Bed,,$69.00 ,$400.00 ,"$1,500.00 ",$95.00 ,$25.00 ,1,$0.00 ,1,1125,0,,,,,,,,WASHINGTON,t
1204142,2.01601E+13,04-01-2016,Charming and cozy on Capitol Hill!,3896863,Susanna And Ricki,17-10-2012,"Seattle, Washington, United States",within a few hours,53%,100%,f,Capitol Hill,2,2,"10th Avenue East, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.61856014,-122.3234388,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$138.00 ,$800.00 ,"$2,200.00 ",$100.00 ,$50.00 ,2,$0.00 ,2,200,96,94,10,9,10,10,10,9,WASHINGTON,f
6769696,2.01601E+13,04-01-2016,L-tryptophan on your Trip-To-Fam?,35444474,Jacqueline,10-06-2015,"Seattle, Washington, United States",N/A,N/A,N/A,f,Capitol Hill,1,1,"10th Avenue East, Seattle, WA 98102, United States",Capitol Hill,Broadway,Capitol Hill,Seattle,WA,98102,Seattle,"Seattle, WA",US,United States,47.62767304,-122.3210934,House,Private room,2,1,1,1,Real Bed,,$138.00 ,"$1,500.00 ","$5,200.00 ",,$35.00 ,1,$35.00 ,2,5,0,,,,,,,,WASHINGTON,f
